Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location,Location 1,Longitude,Mo Codes,Neighborhood,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
180709061,,Wilshire,930,930,998,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-04-16T00:00:00.000-07:00,2018-04-16T00:00:00.000-07:00,34.0762,7200 BEVERLY BL,0101000020E610000003780B2428965DC044FAEDEBC0094140,-118.3462,0421 1402 0903,fairfax,58,730,SYNAGOGUE/TEMPLE,726,IC ,Invest Cont,1718,214000,36,W,M,VERBAL THREAT,511,90036
181008901,,West Valley,624,624,745,,,BATTERY - SIMPLE ASSAULT,VALERIO ST,2018-04-17T00:00:00.000-07:00,2018-04-17T00:00:00.000-07:00,34.1975,LOUISE AV,0101000020E610000092CB7F48BFA15DC0E17A14AE47194140,-118.5273,0903 0400 0416 1822 1310 1312 1309 2055 1519,reseda,15,101,STREET,1025,AO ,Adult Other,1954,132300,44,O,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91335
181613395,,Foothill,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2018-08-25T00:00:00.000-07:00,2018-08-26T00:00:00.000-07:00,34.2599,13900 JUDD ST,0101000020E6100000E4141DC9E59B5DC07E1D386744214140,-118.4359,0903 0416 0446 0345 0369 2054 1536,pacoima,7,104,DRIVEWAY,1621,AO ,Adult Other,1915,104403,43,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91331
181715853,,Devonshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-09-05T00:00:00.000-07:00,2018-09-06T00:00:00.000-07:00,34.244,9300 TAMPA AV,0101000020E6100000D656EC2FBBA35DC0AC1C5A643B1F4140,-118.5583,0903 1609 0329 2054 1536,northridge,113,727,SHOPPING MALL (COMMON AREA),1764,IC ,Invest Cont,1745,113301,27,H,M,,,91324
181616969,,Foothill,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-11-21T00:00:00.000-08:00,2018-11-26T00:00:00.000-08:00,34.2595,7700 FOOTHILL BL,0101000020E6100000986E1283C0925DC0F0A7C64B37214140,-118.293,0329 2055 1517 0311 0903,tujunga,10,148,PUBLIC RESTROOM/OUTSIDE*,1638,IC ,Invest Cont,1700,101110,0,O,M,,,91042
182109169,,Topanga,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-04-18T00:00:00.000-07:00,2018-04-18T00:00:00.000-07:00,34.1922,6700 FALLBROOK AV,0101000020E6100000E4141DC9E5A75DC0462575029A184140,-118.6234,0903 0329 2055 1516,west-hills,11,203,OTHER BUSINESS,2144,IC ,Invest Cont,1100,135201,34,H,F,,,91307
191711572,,Devonshire,946,946,,,,OTHER MISCELLANEOUS CRIME,,2019-06-18T00:00:00.000-07:00,2019-06-18T00:00:00.000-07:00,34.2575,16800 DEVONSHIRE ST,0101000020E61000001D5A643BDF9F5DC0295C8FC2F5204140,-118.498,0903 0443 1202 0319,granada-hills,118,102,SIDEWALK,1757,IC ,Invest Cont,1245,111400,61,B,M,,,91344
180311788,,Southwest,761,761,930,,,BRANDISH WEAPON,,2018-04-27T00:00:00.000-07:00,2018-04-27T00:00:00.000-07:00,34.0256,3400 5TH AV,0101000020E6100000BF0E9C33A2945DC088635DDC46034140,-118.3224,0903 0906 1309 0312 0334 0421 2035 1816 2055 1514,jefferson-park,74,101,STREET,354,AA ,Adult Arrest,1430,219010,27,B,F,HAND GUN,102,90018
180709786,,Wilshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-04-27T00:00:00.000-07:00,2018-05-01T00:00:00.000-07:00,34.0351,2600 S LA CIENEGA BL,0101000020E6100000234A7B832F985DC0780B24287E044140,-118.3779,0329 0903 2053 1525,mid-city,73,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),782,IC ,Invest Cont,2200,270200,58,O,M,,,90034
180809786,,West LA,946,946,956,,,OTHER MISCELLANEOUS CRIME,,2018-04-29T00:00:00.000-07:00,2018-05-02T00:00:00.000-07:00,34.0536,11700 SAN VICENTE BL,0101000020E61000006F1283C0CA9D5DC06688635DDC064140,-118.4655,0917 1912 1907 0903 2053 1528,brentwood,,723,PRIVATE SCHOOL/PRESCHOOL,832,AO ,Adult Other,1600,264103,37,W,F,,,90049
180809676,,West LA,888,888,946,998,,TRESPASSING,,2018-04-29T00:00:00.000-07:00,2018-04-30T00:00:00.000-07:00,34.0636,1500 ENSLEY AV,0101000020E6100000D7A3703D0A9B5DC04703780B24084140,-118.4225,0903 1402 2053 1528,westwood,63,501,SINGLE FAMILY DWELLING,829,AA ,Adult Arrest,2220,265700,37,W,M,,,90024
180110643,,Central,624,624,,,,BATTERY - SIMPLE ASSAULT,FIGUEROA ST,2018-04-01T00:00:00.000-07:00,2018-04-01T00:00:00.000-07:00,34.0494,7TH ST,0101000020E6100000BF0E9C33A2905DC011363CBD52064140,-118.2599,0416 0903 0910 2054 1536,downtown,52,910,MTA - RED LINE - HOLLYWOOD/VINE,152,IC ,Invest Cont,2250,207710,47,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90017
181213340,,77th Street,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",BUDLONG AV,2018-05-07T00:00:00.000-07:00,2018-05-07T00:00:00.000-07:00,33.96,MANCHESTER AV,0101000020E6100000BBB88D06F0925DC07B14AE47E1FA4040,-118.2959,1310 1822 0329 0319 0906 0371 1309 0903 2055 1520,vermont-knolls,84,122,"VEHICLE, PASSENGER/TRUCK",1265,AO ,Adult Other,1830,238200,40,W,M,,,90044
180113553,,Central,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",CESAR E CHAVEZ,2018-05-10T00:00:00.000-07:00,2018-05-12T00:00:00.000-07:00,34.0586,BROADWAY ST,0101000020E6100000F31FD26F5F8F5DC0D6C56D3480074140,-118.2402,0416 0903 2055 1516,downtown,46,101,STREET,111,IC ,Invest Cont,1800,207102,17,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90012
180113587,,Central,624,624,,,,BATTERY - SIMPLE ASSAULT,CESAR CHAVEZ,2018-05-10T00:00:00.000-07:00,2018-05-12T00:00:00.000-07:00,34.0586,BROADWAY,0101000020E6100000F31FD26F5F8F5DC0D6C56D3480074140,-118.2402,0903 0429 1822 2004 1259 1251 2036 2035 2055 1516,downtown,46,101,STREET,111,IC ,Invest Cont,1800,207102,16,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90012
190306049,,Southwest,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-01-30T00:00:00.000-08:00,2019-01-30T00:00:00.000-08:00,34.0223,3400 EXPOSITION BL,0101000020E6100000A835CD3B4E955DC0B459F5B9DA024140,-118.3329,1536 0903 2054 0910 0421 2036 2050 2052 2021 0202,leimert-park,74,947,MTA - EXPO LINE - EXPO/CRENSHAW,373,IC ,Invest Cont,1855,219300,0,X,M,VERBAL THREAT,511,90018
181911293,,Mission,624,624,,,,BATTERY - SIMPLE ASSAULT,RAYEN,2018-05-19T00:00:00.000-07:00,2018-05-19T00:00:00.000-07:00,34.2318,WILLIS ST,0101000020E61000009A779CA2239D5DC03D9B559FAB1D4140,-118.4553,0416 0429 0903 1536 2054,panorama-city,100,101,STREET,1974,IC ,Invest Cont,1850,120108,17,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91402
181300657,,Newton,440,440,,,,THEFT PLAIN - PETTY ($950 & UNDER),,2018-05-20T00:00:00.000-07:00,2018-05-20T00:00:00.000-07:00,34.0321,1200 STANFORD AV,0101000020E61000004ED1915CFE8F5DC0CE1951DA1B044140,-118.2499,0903 0432 0319 2036 0400 2054 1536,downtown,52,102,SIDEWALK,1303,IC ,Invest Cont,0130,226002,32,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90021
180313343,,Southwest,624,624,,,,BATTERY - SIMPLE ASSAULT,,2018-05-22T00:00:00.000-07:00,2018-05-22T00:00:00.000-07:00,34.0287,2900 WALTON AV,0101000020E610000017B7D100DE925DC096B20C71AC034140,-118.2948,0361 2002 0903 0446 1317 2054 1536,adams-normandie,771,102,SIDEWALK,338,AO ,Adult Other,2015,221810,31,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
190218368,,Rampart,624,624,,,,BATTERY - SIMPLE ASSAULT,BURLINGTON AV,2019-09-14T00:00:00.000-07:00,2019-09-14T00:00:00.000-07:00,34.0426,VENICE BL,0101000020E61000000B46257502925DC0A167B3EA73054140,-118.2814,0305 0416 2036 1222 1239 2004 0903,pico-union,76,124,BUS STOP,295,IC ,Invest Cont,0145,224320,35,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90006
180100818,,Central,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",LOS ANGELES,2018-05-25T00:00:00.000-07:00,2018-05-25T00:00:00.000-07:00,34.0407,9TH,0101000020E6100000787AA52C43905DC03E7958A835054140,-118.2541,2004 1310 0329 2035 0903 2001 1307 2055 1514,downtown,52,122,"VEHICLE, PASSENGER/TRUCK",176,IC ,Invest Cont,1125,207900,29,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90015
181116631,,Northeast,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-09-15T00:00:00.000-07:00,2018-09-16T00:00:00.000-07:00,34.0868,3200 HURON ST,0101000020E610000012A5BDC1178E5DC07AA52C431C0B4140,-118.2202,0311 0329 0903 2036 2055 1514,cypress-park,102,103,ALLEY,1177,IC ,Invest Cont,2230,185320,49,H,F,,,90065
181512479,,N Hollywood,928,928,946,,,THREATENING PHONE CALLS/LETTERS,,2018-06-08T00:00:00.000-07:00,2018-06-08T00:00:00.000-07:00,34.1681,11100 CHANDLER BL,0101000020E6100000F241CF66D5975DC0933A014D84154140,-118.3724,0903 1912 1402 0421 2055 1514,north-hollywood,24,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1548,IC ,Invest Cont,0945,125320,28,B,M,VERBAL THREAT,511,91601
181600970,,Foothill,230,230,624,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STAGG ST,2018-06-08T00:00:00.000-07:00,2018-06-08T00:00:00.000-07:00,34.2121,SIMPSON AV,0101000020E6100000865AD3BCE3985DC0A5BDC117261B4140,-118.3889,0903 0416 0429 0406 1822 2055 1516,sun-valley,23,102,SIDEWALK,1684,IC ,Invest Cont,0700,121802,38,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91605
182008595,,Olympic,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SAINT ANDREWS PL,2018-03-25T00:00:00.000-07:00,2018-03-25T00:00:00.000-07:00,34.0653,3RD ST,0101000020E61000004694F6065F945DC0E3361AC05B084140,-118.3183,0416 0903 1222 2054 1536,windsor-square,119,801,MTA BUS,2021,IC ,Invest Cont,1500,211701,35,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90020
180614200,,Hollywood,625,625,,,,OTHER ASSAULT,,2018-06-10T00:00:00.000-07:00,2018-06-11T00:00:00.000-07:00,34.098,6300 W SUNSET BL,0101000020E61000009BE61DA7E8945DC0068195438B0C4140,-118.3267,2036 0356 1259 0903 2053 1528,hollywood,32,102,SIDEWALK,666,IC ,Invest Cont,1900,190700,17,W,F,UNKNOWN WEAPON/OTHER WEAPON,500,90028
191008224,,West Valley,625,625,,,,OTHER ASSAULT,,2019-04-08T00:00:00.000-07:00,2019-04-08T00:00:00.000-07:00,34.1725,19800 VENTURA BL,0101000020E6100000075F984C15A45DC0AE47E17A14164140,-118.5638,2053 1528 0903,woodland-hills,16,203,OTHER BUSINESS,1061,IC ,Invest Cont,1407,137501,44,O,F,ROCK/THROWN OBJECT,306,91364
180115853,,Central,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",WALL,2018-06-11T00:00:00.000-07:00,2018-06-11T00:00:00.000-07:00,34.0416,5TH,0101000020E6100000560E2DB29D8F5DC0BEC1172653054140,-118.244,0913 0319 0334 0302 2035 0903 2036 2054 1536,downtown,52,101,STREET,157,IC ,Invest Cont,0200,206300,70,B,M,REVOLVER,101,90021
190609870,,Hollywood,210,210,,,,ROBBERY,SELMA,2019-04-11T00:00:00.000-07:00,2019-04-12T00:00:00.000-07:00,34.0987,ARGYLE AV,0101000020E610000036AB3E575B955DC0BF0E9C33A20C4140,-118.3337,2054 1536 1514 0400 2035 0903,hollywood,32,102,SIDEWALK,646,AO ,Adult Other,2355,190700,24,B,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90028
190910126,,Van Nuys,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-04-23T00:00:00.000-07:00,2019-04-30T00:00:00.000-07:00,34.1524,14900 VENTURA BL,0101000020E6100000304CA60A469D5DC088F4DBD781134140,-118.4574,2053 1528 0903 1912,sherman-oaks,26,203,OTHER BUSINESS,981,AA ,Adult Arrest,1200,141303,35,W,M,VERBAL THREAT,511,91403
191212587,,77th Street,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",MECHAM ST,2019-04-29T00:00:00.000-07:00,2019-04-30T00:00:00.000-07:00,33.9817,64TH ST,0101000020E61000006666666666965DC0D93D7958A8FD4040,-118.35,0903 0329 1300 0443 2055 1514,inglewood,80,122,"VEHICLE, PASSENGER/TRUCK",1231,IC ,Invest Cont,2100,235100,31,B,M,,,90302
180614367,,Hollywood,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",FRANKLIN,2018-06-14T00:00:00.000-07:00,2018-06-14T00:00:00.000-07:00,34.1052,ARGYLE,0101000020E6100000302AA913D0945DC005C58F31770D4140,-118.3252,0903 2004 1239 0400 0416 0305 2058 1510,hollywood-hills,30,101,STREET,638,IC ,Invest Cont,0150,190301,35,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,90028
181112071,,Northeast,624,624,,,,BATTERY - SIMPLE ASSAULT,,2018-06-15T00:00:00.000-07:00,2018-06-15T00:00:00.000-07:00,34.1278,6900 N FIGUEROA ST,0101000020E61000007FD93D79588C5DC0E3361AC05B104140,-118.1929,0903 0444 2055 1512,highland-park,41,514,GROUP HOME,1107,JA ,Juv Arrest,1330,183221,16,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90042
190706349,,Wilshire,210,210,946,,,ROBBERY,MELROSE AV,2019-02-17T00:00:00.000-08:00,2019-02-17T00:00:00.000-08:00,34.0837,STANLEY AV,0101000020E6100000D712F241CF965DC06D567DAEB60A4140,-118.3564,0903 0355 0429 0416 0417 2036 1536 2053 2054 1528,fairfax,58,102,SIDEWALK,702,IC ,Invest Cont,2105,192002,22,W,M,HAND GUN,102,90046
180812950,,West LA,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",FEDERAL,2018-06-21T00:00:00.000-07:00,2018-07-09T00:00:00.000-07:00,34.0447,SANTA MONICA,0101000020E6100000931804560E9D5DC0CB10C7BAB8054140,-118.454,0447 1822 0416 0446 0408 0903 1310 1309 1512 2055,sawtelle,66,101,STREET,853,IC ,Invest Cont,2100,267501,61,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90025
181814220,,Southeast,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",HOOVER ST,2018-06-27T00:00:00.000-07:00,2018-06-27T00:00:00.000-07:00,33.931,IMPERIAL ST,0101000020E6100000E6AE25E483925DC0BA490C022BF74040,-118.2893,1218 1239 0903 1822 0447 0416 0913 2058 1510,vermont-vista,90,103,ALLEY,1861,IC ,Invest Cont,1600,241202,31,B,M,CONCRETE BLOCK/BRICK,310,90044
182100837,,Topanga,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-06-30T00:00:00.000-07:00,2018-06-30T00:00:00.000-07:00,34.1938,20100 VANOWEN ST,0101000020E6100000068195438BA45DC07FFB3A70CE184140,-118.571,0903 0416 0445 1402 1822 2055 1517,winnetka,14,218,BEAUTY/BARBER SHOP,2148,AO ,Adult Other,1200,134800,28,H,M,CLUB/BAT,304,91306
192010538,,Olympic,740,740,946,998,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-05-11T00:00:00.000-07:00,2019-05-12T00:00:00.000-07:00,34.0577,800 S ARDMORE AV,0101000020E610000017D9CEF753935DC0567DAEB662074140,-118.302,0329 1402 0903,koreatown,55,101,STREET,2044,AA ,Adult Arrest,2250,212410,31,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90005
180214639,,Rampart,946,946,,,,OTHER MISCELLANEOUS CRIME,,2018-07-07T00:00:00.000-07:00,2018-07-08T00:00:00.000-07:00,34.0854,3200 W SUNSET BL,0101000020E6100000363CBD5296915DC0098A1F63EE0A4140,-118.2748,1822 0903 0329 2054 1536,silver-lake,38,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205,IC ,Invest Cont,1800,195400,53,H,M,,,90026
181913974,,Mission,930,930,998,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-07-09T00:00:00.000-07:00,2018-07-09T00:00:00.000-07:00,34.2386,9100 WOODMAN AV,0101000020E6100000CD3B4ED1919C5DC0AD69DE718A1E4140,-118.4464,2004 0319 0903 0906 0421 0312 1402,panorama-city,100,301,GAS STATION,1966,AA ,Adult Arrest,0645,119341,39,H,M,VERBAL THREAT,511,91402
181219654,,77th Street,624,624,,,,BATTERY - SIMPLE ASSAULT,80TH ST,2018-07-31T00:00:00.000-07:00,2018-07-31T00:00:00.000-07:00,33.9665,AVALON BL,0101000020E6100000DB8AFD65F7905DC0C1CAA145B6FB4040,-118.2651,0416 0903,florence,86,101,STREET,1269,IC ,Invest Cont,2035,239801,59,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90003
182114566,,Topanga,310,310,,,,BURGLARY,,2018-08-07T00:00:00.000-07:00,2018-08-08T00:00:00.000-07:00,34.1992,7100 DE SOTO AV,0101000020E61000008B6CE7FBA9A55DC07DAEB6627F194140,-118.5885,0906 0903 1607 0344 0329 2055 1514,canoga-park,13,210,RESTAURANT/FAST FOOD,2147,IC ,Invest Cont,1100,134001,32,O,F,,,91303
181816748,,Southeast,624,624,,,,BATTERY - SIMPLE ASSAULT,COMPTON,2018-08-10T00:00:00.000-07:00,2018-08-10T00:00:00.000-07:00,33.9433,103RD ST,0101000020E61000009D11A5BDC18F5DC08D28ED0DBEF84040,-118.2462,1309 0416 0903 1822 2055 1516,watts,88,108,PARKING LOT,1826,IC ,Invest Cont,1130,242300,33,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90002
180814874,,West LA,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2018-08-16T00:00:00.000-07:00,2018-08-17T00:00:00.000-07:00,34.0573,10400 SANTA MONICA BL,0101000020E61000001EA7E8482E9B5DC0C8073D9B55074140,-118.4247,2035 1822 0416 1310 0356 1420 0903 0432 2054 1536,westwood,63,108,PARKING LOT,829,IC ,Invest Cont,2215,265700,24,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90025
180916225,,Van Nuys,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-08-19T00:00:00.000-07:00,2018-08-19T00:00:00.000-07:00,34.1976,14500 VANOWEN ST,0101000020E6100000304CA60A469D5DC045D8F0F44A194140,-118.4574,0903 0416 0417 0446 1222 0429 1822 2054 1536,van-nuys,20,101,STREET,914,IC ,Invest Cont,0700,127803,46,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91405
180514740,,Harbor,860,860,,,,BATTERY WITH SEXUAL CONTACT,,2018-08-20T00:00:00.000-07:00,2018-08-21T00:00:00.000-07:00,33.8315,1600 W CARSON ST,0101000020E6100000560E2DB29D935DC0DF4F8D976EEA4040,-118.3065,0448 0416 1802 0913 0903 2054 1536,harbor-gateway,91,210,RESTAURANT/FAST FOOD,506,AA ,Adult Arrest,2100,293201,38,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90501
180121883,,Central,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-08-21T00:00:00.000-07:00,2018-08-21T00:00:00.000-07:00,34.0509,600 S FIGUEROA ST,0101000020E6100000068195438B905DC0E6AE25E483064140,-118.2585,0334 0910 0903 1822 1000 1239 2054 1536,downtown,52,940,MTA - EXPO LINE - 7TH AND METRO CENTER,152,AA ,Adult Arrest,1235,207710,31,H,M,DIRK/DAGGER,203,90071
180121905,,Central,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-08-21T00:00:00.000-07:00,2018-08-21T00:00:00.000-07:00,34.0509,600 S FIGUEROA ST,0101000020E6100000068195438B905DC0E6AE25E483064140,-118.2585,0334 0910 0903 2054 1536,downtown,52,940,MTA - EXPO LINE - 7TH AND METRO CENTER,152,IC ,Invest Cont,1235,207710,30,O,M,DIRK/DAGGER,203,90071
182016220,,Olympic,625,625,946,,,OTHER ASSAULT,12TH ST,2018-08-22T00:00:00.000-07:00,2018-08-23T00:00:00.000-07:00,34.0491,IROLO ST,0101000020E61000002506819543935DC0E71DA7E848064140,-118.301,0416 0342 0903 2055 1520,harvard-heights,104,102,SIDEWALK,2064,IC ,Invest Cont,2130,213202,21,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90006
181418916,,Pacific,624,624,,,,BATTERY - SIMPLE ASSAULT,,2018-08-26T00:00:00.000-07:00,2018-08-27T00:00:00.000-07:00,33.9594,300 CULVER BL,0101000020E610000086C954C1A89C5DC026E4839ECDFA4040,-118.4478,0416 0903 2055 1520,playa-del-rey,71,108,PARKING LOT,1472,AA ,Adult Arrest,1800,278102,38,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90293
181601153,,Foothill,624,624,946,,,BATTERY - SIMPLE ASSAULT,TUJUNGA,2018-09-01T00:00:00.000-07:00,2018-09-01T00:00:00.000-07:00,34.2428,FOOTHILL,0101000020E610000074B515FBCB925DC002BC0512141F4140,-118.2937,0903 1501 2004 0319 0443 2055 1514,tujunga,10,102,SIDEWALK,1668,IC ,Invest Cont,0845,101400,38,B,M,UNKNOWN WEAPON/OTHER WEAPON,500,91042
181221996,,77th Street,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-09-03T00:00:00.000-07:00,2018-09-04T00:00:00.000-07:00,33.961,1000 W 85TH ST,0101000020E6100000F46C567DAE925DC05EBA490C02FB4040,-118.2919,1222 0903 1210 0917 0319 0421 0432 2054 1536,vermont-knolls,84,501,SINGLE FAMILY DWELLING,1265,IC ,Invest Cont,2110,238200,31,H,M,VERBAL THREAT,511,90044
180716142,,Wilshire,654,654,,,,"CREDIT CARDS, FRAUD USE ($950 & UNDER",,2018-09-04T00:00:00.000-07:00,2018-09-04T00:00:00.000-07:00,34.0711,200 S LA BREA AV,0101000020E6100000BC74931804965DC0705F07CE19094140,-118.344,0903 1822 1300,hancock-park,119,406,OTHER STORE,727,IC ,Invest Cont,1045,214100,29,W,M,,,90036
180320487,,Southwest,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,HARBOR FY,2018-09-05T00:00:00.000-07:00,2018-09-05T00:00:00.000-07:00,34.0111,MARTIN LUTHER KING JR BL,0101000020E6100000E02D90A0F8915DC0287E8CB96B014140,-118.2808,0903 0416 0446 0421 0319 0913 1222 2054 1536,historic-south-central,78,122,"VEHICLE, PASSENGER/TRUCK",359,AA ,Adult Arrest,1330,231100,57,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90037
181300825,,Newton,230,230,946,998,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25TH ST,2018-09-06T00:00:00.000-07:00,2018-09-06T00:00:00.000-07:00,34.0254,BROADWAY,0101000020E61000007E1D386744915DC0C1A8A44E40034140,-118.2698,1419 1407 0334 0302 0319 0312 1309 0903 1514 2055,historic-south-central,78,108,PARKING LOT,1321,AA ,Adult Arrest,1100,224020,26,B,M,SEMI-AUTOMATIC PISTOL,109,90007
190613690,,Hollywood,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-06-14T00:00:00.000-07:00,2019-06-16T00:00:00.000-07:00,34.1198,2700 NICHOLS CANYON RD,0101000020E610000026E4839ECD965DC0C8073D9B550F4140,-118.3563,0329 0903,hollywood-hills-west,29,501,SINGLE FAMILY DWELLING,622,IC ,Invest Cont,2100,194102,52,W,M,,,90046
182016863,,Olympic,624,624,946,,,BATTERY - SIMPLE ASSAULT,SERRANO AV,2018-09-07T00:00:00.000-07:00,2018-09-07T00:00:00.000-07:00,34.0617,WILSHIRE BL,0101000020E6100000083D9B559F935DC0E4141DC9E5074140,-118.3066,0903 0356 0446 2036 0416 2055 1516,koreatown,55,101,STREET,2033,IC ,Invest Cont,1200,212502,26,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90010
180123410,,Central,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SAN JULIAN ST,2018-09-09T00:00:00.000-07:00,2018-09-09T00:00:00.000-07:00,34.0446,5TH ST,0101000020E610000048E17A14AE8F5DC068B3EA73B5054140,-118.245,0903 0305 0400 1218 2054 1536,downtown,52,102,SIDEWALK,156,IC ,Invest Cont,1900,206200,30,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90013
181222423,,77th Street,761,761,,,,BRANDISH WEAPON,,2018-09-11T00:00:00.000-07:00,2018-09-11T00:00:00.000-07:00,33.9889,4300 W SLAUSON AV,0101000020E61000006666666666965DC0D881734694FE4040,-118.35,0903 1266 0443 2035 0319 2055 1514,hyde-park,80,203,OTHER BUSINESS,1231,IC ,Invest Cont,0130,235100,50,B,M,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,201,90043
181906257,,Mission,624,624,,,,BATTERY - SIMPLE ASSAULT,ROSCOE BL,2018-02-12T00:00:00.000-08:00,2018-02-12T00:00:00.000-08:00,34.2216,HAZELTINE AV,0101000020E6100000234A7B832F9C5DC0956588635D1C4140,-118.4404,0416 0431 0903 1239 2058 1510,panorama-city,100,102,SIDEWALK,1998,IC ,Invest Cont,1000,120300,40,B,F,STICK,308,91402
180414983,,Hollenbeck,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2018-09-14T00:00:00.000-07:00,2018-09-17T00:00:00.000-07:00,34.0635,1500 ALCAZAR ST,0101000020E61000001361C3D32B8D5DC0E3A59BC420084140,-118.2058,0329 0903 2055 1513,boyle-heights,47,108,PARKING LOT,443,IC ,Invest Cont,0900,203300,50,A,M,,,90033
